Variable,hhid,personid,respondent,cohort,qn1a,numppl,qn1b,qn1c,qn1d,qn1f,qn1g,qn1h,qn1i,qn1jyear,qn1k,qn1l,qn2a,qn2b,qn3a,qn3b,qn4a,qn4b,qn4c,qn4e,qn4j,qn5a,qn5b,qn5c,qn6a,qn6b,qn7,qn8a,qn8b,qn9,qn10a,qn10b,qn11a,qn11aa,qn12,qn13,qn18a,qn18b,qn18c,qn18d01,qn18dmnth,qn18dyear,qn18e,qn19b,qn20,qn24a,qn24b,qn25a,qn25b,qn25c,qn25d,qn26b,qn26d,qn26e,qn26estate,qn26f,qn26h,qn27a,qn27b01,qn27bmnth,qn27byear,qn27c,qn28a,qn28b,qn29b,qn29c,qn29c_months,Weight_person,Weight_person_pop,Weight_person_R1,Weight_person_R2,Weight_person_R3,Weight_person_R4,Weight_person_R5,Weight_person_R6,Weight_person_R7,Weight_person_R8,Weight_person_R9,Weight_person_R10,Weight_person_R11,Weight_person_R12,Weight_person_R13,Weight_person_R14,Weight_person_R15,Weight_person_R16,Weight_person_R17,Weight_person_R18,Weight_person_R19,Weight_person_R20,Weight_person_R21,Weight_person_R22,Weight_person_R23,Weight_person_pop_R1,Weight_person_pop_R2,Weight_person_pop_R3,Weight_person_pop_R4,Weight_person_pop_R5,Weight_person_pop_R6,Weight_person_pop_R7,Weight_person_pop_R8,Weight_person_pop_R9,Weight_person_pop_R10,Weight_person_pop_R11,Weight_person_pop_R12,Weight_person_pop_R13,Weight_person_pop_R14,Weight_person_pop_R15,Weight_person_pop_R16,Weight_person_pop_R17,Weight_person_pop_R18,Weight_person_pop_R19,Weight_person_pop_R20,Weight_person_pop_R21,Weight_person_pop_R22,Weight_person_pop_R23,qn30a,qn30d,qn31a,qn31d,qn31e,qn31f,qn31f_months,qn32a,qn32d,qn32e,qn33a,qn33d,qn33e,qn33f,qn33f_months,qn34a,qn34d,qn34e,qn34f,qn34f_months,qn35a,qn38a,qn38b,qn38c,ui_soi_pubassist,ui_soi,Weight_household,Weight_household_pop,Weight_household_R1,Weight_household_R2,Weight_household_R3,Weight_household_R4,Weight_household_R5,Weight_household_R6,Weight_household_R7,Weight_household_R8,Weight_household_R9,Weight_household_R10,Weight_household_R11,Weight_household_R12,Weight_household_R13,Weight_household_R14,Weight_household_R15,Weight_household_R16,Weight_household_R17,Weight_household_R18,Weight_household_R19,Weight_household_R20,Weight_household_R21,Weight_household_R22,Weight_household_R23,Weight_household_pop_R1,Weight_household_pop_R2,Weight_household_pop_R3,Weight_household_pop_R4,Weight_household_pop_R5,Weight_household_pop_R6,Weight_household_pop_R7,Weight_household_pop_R8,Weight_household_pop_R9,Weight_household_pop_R10,Weight_household_pop_R11,Weight_household_pop_R12,Weight_household_pop_R13,Weight_household_pop_R14,Weight_household_pop_R15,Weight_household_pop_R16,Weight_household_pop_R17,Weight_household_pop_R18,Weight_household_pop_R19,Weight_household_pop_R20,Weight_household_pop_R21,Weight_household_pop_R22,Weight_household_pop_R23,ui_agect_arrival,qn17_01,qn17_02,qn17_03,qn17_04,qn17_05,qn17_06,qn17_07,qn17_08,qn17_97,qn26ha_01,qn26ha_02,qn26ha_03,qn26ha_04,qn26ha_05,qn26ha_06,qn26ha_07,qn26ha_08,qn26ha_97,qn29a_01,qn29a_02,qn29a_03,qn29a_04,qn29a_05,qn29a_06,qn29a_07,qn29a_08,qn29a_09,qn29a_10,qn29a_11,qn29a_12,qn29a_97,qn29d_01,qn29d_02,qn29d_03,qn29d_04,qn29d_97,qn30b_01,qn30b_02,qn30b_03,qn30b_04,qn30b_05,qn31b_01,qn31b_02,qn31b_03,qn31b_04,qn31b_05,qn32b_01,qn32b_02,qn32b_03,qn32b_04,qn32b_05,qn33b_01,qn33b_02,qn33b_03,qn33b_04,qn33b_05,qn34b_01,qn34b_02,qn34b_03,qn34b_04,qn34b_05,ui_qn8a_annual,ui_qn10a_annual,ui_cashassist,ui_lfp,ui_emprate,ui_medicaidrma,ui_lpr,ui_school,ui_work
,4,41,1,1,1,1,1,4,36.00,1,16,97,97,2015,3,,8,1,5,97,3,2,2,1,,2,1,,98,,9998.00,999998,,,,,,,,,98,98,999998.00,1,10,2015,2,9,5,2,4,1,,,,48,2,,,3,7,2,1,6,2016,,1,1,1,4,,2.63,204.39,,2.70,2.37,2.64,2.53,2.61,2.69,2.79,2.65,2.62,2.75,2.59,2.48,2.57,2.78,2.73,2.75,2.59,2.63,2.72,2.57,2.55,2.58,,218.69,193.15,216.56,206.75,212.90,218.29,228.22,217.86,215.36,223.30,211.32,200.34,209.68,225.78,221.94,223.38,210.88,214.03,221.69,204.23,201.44,201.96,1,,1,,,8,,1,,,1,,,8,,1,,,3,4,1,1,1200.00,1,2,7,2.36,185.26,,2.30,2.26,2.41,2.27,2.34,2.49,2.32,2.28,2.33,2.48,2.55,2.47,2.30,2.43,2.32,2.41,2.34,2.31,2.38,2.29,2.34,2.34,,189.53,186.39,199.80,188.61,192.37,205.76,191.60,189.04,192.73,202.92,210.83,201.66,190.40,199.62,191.13,197.79,192.12,189.88,196.86,184.96,187.33,185.05,3,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999998,,2,1,1,2,1,0,1
,5,54,0,1,4,4,4,,3.00,1,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,,,2,,1,,,1,,,2,,8,,,8,,1,1,1200.00,1,1,5,0.90,70.48,,0.85,0.88,0.87,0.89,0.90,0.91,0.89,0.88,0.89,0.90,0.92,0.92,0.91,0.89,0.88,0.95,0.90,0.91,0.87,0.88,0.92,0.90,,70.47,72.50,71.94,73.64,74.27,75.72,73.70,73.06,73.44,73.50,76.04,75.07,75.59,72.91,72.47,77.92,74.04,74.58,72.38,70.76,73.88,70.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5,53,0,1,3,4,4,,7.00,1,10,10,1,2015,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,71.40,,0.92,0.86,0.87,0.90,1.02,0.83,0.88,0.96,0.99,1.03,0.92,0.82,0.83,1.13,0.92,0.94,1.00,0.77,0.92,0.91,0.85,0.96,,74.84,70.11,70.89,73.35,83.43,67.15,71.61,78.89,81.14,83.88,75.24,66.01,67.99,91.94,74.58,76.09,81.38,63.01,75.17,72.50,66.77,74.65,2,12,1,,,2,,1,,,1,,,2,,8,,,8,,1,1,1200.00,1,1,5,0.90,70.48,,0.85,0.88,0.87,0.89,0.90,0.91,0.89,0.88,0.89,0.90,0.92,0.92,0.91,0.89,0.88,0.95,0.90,0.91,0.87,0.88,0.92,0.90,,70.47,72.50,71.94,73.64,74.27,75.72,73.70,73.06,73.44,73.50,76.04,75.07,75.59,72.91,72.47,77.92,74.04,74.58,72.38,70.76,73.88,70.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5,52,0,1,2,4,2,1,998.00,2,10,10,1,2015,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,53.14,,0.69,0.63,0.66,0.67,0.72,0.70,0.65,0.62,0.67,0.68,0.68,0.67,0.67,0.63,0.69,0.71,0.68,0.69,0.75,0.66,0.69,0.69,,56.08,51.23,53.88,54.76,58.43,56.63,53.37,50.66,55.26,55.15,55.44,54.07,54.93,51.08,56.28,57.83,55.66,56.47,60.83,52.70,54.34,54.20,2,12,1,,,2,,1,,,1,,,2,,8,,,8,,1,1,1200.00,1,1,5,0.90,70.48,,0.85,0.88,0.87,0.89,0.90,0.91,0.89,0.88,0.89,0.90,0.92,0.92,0.91,0.89,0.88,0.95,0.90,0.91,0.87,0.88,0.92,0.90,,70.47,72.50,71.94,73.64,74.27,75.72,73.70,73.06,73.44,73.50,76.04,75.07,75.59,72.91,72.47,77.92,74.04,74.58,72.38,70.76,73.88,70.89,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,5,51,1,1,1,4,1,1,42.00,1,10,10,1,2015,3,,17,97,2,97,3,2,2,1,,2,1,,40,,13.00,,,,,,,,,,49,40,999998.00,1,5,2015,1,8,1,1,,1,,,,36,2,,,3,2,2,9,,2016,,1,1,2,8,,0.79,61.15,,0.80,0.72,0.74,0.79,0.82,0.81,0.75,0.70,0.78,0.77,0.78,0.80,0.75,0.74,0.81,0.81,0.79,0.78,0.88,0.77,0.79,0.80,,64.75,58.84,60.80,64.73,66.91,65.40,61.44,57.84,64.24,62.85,63.84,64.88,61.46,59.87,65.62,65.79,64.60,63.22,71.40,61.04,62.73,62.12,2,12,1,,,2,,1,,,1,,,2,,8,,,8,,1,1,1200.00,1,1,5,0.90,70.48,,0.85,0.88,0.87,0.89,0.90,0.91,0.89,0.88,0.89,0.90,0.92,0.92,0.91,0.89,0.88,0.95,0.90,0.91,0.87,0.88,0.92,0.90,,70.47,72.50,71.94,73.64,74.27,75.72,73.70,73.06,73.44,73.50,76.04,75.07,75.59,72.91,72.47,77.92,74.04,74.58,72.38,70.76,73.88,70.89,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,0,1
,6,61,1,3,1,4,1,1,63.00,2,97,97,97,2017,4,,10,5,1,,4,4,2,2,2,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,27,2,,,3,2,2,8,,,2,2,2,4,1,,0.12,9.61,,0.12,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.14,0.11,0.12,0.12,0.13,0.12,0.11,0.13,0.12,0.12,0.12,,9.46,10.40,10.20,9.84,9.75,10.34,9.93,9.71,9.55,9.89,10.09,11.25,9.31,10.02,9.98,10.22,10.00,9.33,10.56,9.58,9.83,9.58,2,12,1,,,3,8,1,,,1,,,2,,1,,,2,,1,1,1500.00,1,1,5,0.17,13.67,,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,,14.23,14.01,14.91,15.31,14.39,14.76,14.12,14.74,14.02,13.90,14.18,13.94,14.33,13.97,14.49,14.27,14.19,14.52,14.75,13.44,13.69,13.71,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,0,3
,6,64,0,3,4,4,4,4,30.00,2,97,97,97,2017,4,2,10,5,4,97,3,3,2,2,1,2,1,,40,,16.00,,,,,,,,,,98,40,999998.00,1,3,2018,2,7,3,2,1,1,,,,27,2,,,3,7,2,1,11,2018,,1,1,4,1,,0.11,8.47,,0.11,0.11,0.11,0.09,0.11,0.11,0.10,0.10,0.11,0.11,0.11,0.14,0.11,0.11,0.11,0.11,0.10,0.10,0.12,0.11,0.11,0.11,,8.86,8.92,8.82,7.60,8.79,9.05,8.57,8.50,8.91,8.54,9.23,11.16,8.69,8.76,8.84,8.98,8.39,8.41,9.58,8.38,8.53,8.52,2,12,1,,,3,8,1,,,1,,,2,,1,,,2,,1,1,1500.00,1,1,5,0.17,13.67,,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,,14.23,14.01,14.91,15.31,14.39,14.76,14.12,14.74,14.02,13.90,14.18,13.94,14.33,13.97,14.49,14.27,14.19,14.52,14.75,13.44,13.69,13.71,3,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,0,1
,6,62,0,3,2,4,2,1,65.00,1,97,97,35,2017,4,2,10,4,2,97,4,4,1,2,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,27,2,,,3,2,2,8,,,2,2,2,7,1,,0.09,7.08,,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,,7.23,7.37,7.71,7.10,7.45,7.49,7.28,7.22,7.48,7.41,7.15,7.95,7.23,7.37,7.40,7.45,7.57,7.08,7.56,7.17,7.05,7.10,2,12,1,,,3,8,1,,,1,,,2,,1,,,2,,1,1,1500.00,1,1,5,0.17,13.67,,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,,14.23,14.01,14.91,15.31,14.39,14.76,14.12,14.74,14.02,13.90,14.18,13.94,14.33,13.97,14.49,14.27,14.19,14.52,14.75,13.44,13.69,13.71,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,0,3
,6,63,0,3,3,4,4,2,33.00,1,97,97,97,2017,4,2,10,5,4,97,4,4,2,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,27,2,,,3,7,2,8,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,1,,,3,8,1,,,1,,,2,,1,,,2,,1,1,1500.00,1,1,5,0.17,13.67,,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.17,,14.23,14.01,14.91,15.31,14.39,14.76,14.12,14.74,14.02,13.90,14.18,13.94,14.33,13.97,14.49,14.27,14.19,14.52,14.75,13.44,13.69,13.71,3,0,0,0,1,0,0,0,0,0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,0,3
,11,111,1,2,1,4,1,1,45.00,2,6,6,97,2017,1,,0,1,1,,4,4,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,36,2,,,2,1,2,1,1,2018,,2,2,4,3,,3.21,249.32,,3.30,3.25,3.35,3.33,3.23,3.29,3.33,3.30,3.20,3.37,3.25,3.22,3.21,3.29,3.28,3.22,3.23,3.18,3.24,3.22,3.25,3.22,,267.59,264.76,274.25,273.01,263.34,266.98,272.35,271.51,262.67,273.95,264.94,260.40,262.66,267.17,266.80,261.22,262.24,259.17,264.65,255.77,257.11,251.60,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,553.00,2,1,5,0.84,65.94,,0.86,0.86,0.81,0.84,0.80,0.85,0.88,0.80,0.93,0.85,0.87,0.79,0.82,0.83,0.83,0.82,0.90,0.83,0.81,0.83,0.83,0.85,,70.79,71.15,66.99,69.41,66.06,70.23,72.29,66.42,76.94,69.42,71.98,64.85,67.79,68.22,68.60,67.38,73.88,68.44,67.41,67.33,66.27,66.86,4,0,0,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,0,3
,11,113,0,2,3,4,4,4,20.00,2,6,6,97,2017,1,2,4,4,1,,2,1,1,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,2,2,1,1,36,2,,,2,7,2,1,1,2018,,1,1,4,1,,2.96,229.65,,3.16,3.25,2.64,3.22,2.86,2.88,3.14,2.85,2.96,2.98,2.97,3.12,2.88,2.88,3.00,3.05,3.03,2.77,2.70,2.92,2.91,2.98,,255.90,264.76,216.16,263.72,233.03,234.29,256.78,234.32,243.22,241.93,242.48,251.99,235.09,233.53,244.04,247.65,246.23,225.70,220.08,232.16,229.58,232.66,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,553.00,2,1,5,0.84,65.94,,0.86,0.86,0.81,0.84,0.80,0.85,0.88,0.80,0.93,0.85,0.87,0.79,0.82,0.83,0.83,0.82,0.90,0.83,0.81,0.83,0.83,0.85,,70.79,71.15,66.99,69.41,66.06,70.23,72.29,66.42,76.94,69.42,71.98,64.85,67.79,68.22,68.60,67.38,73.88,68.44,67.41,67.33,66.27,66.86,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,1,3
,11,112,0,2,2,4,2,1,50.00,1,6,6,97,2017,1,2,15,6,1,,3,2,1,2,2,2,1,,32,,384.00,,,,,,,,,,40,32,999998.00,1,9,2017,2,3,1,2,0,1,,,,36,2,,,2,1,2,1,1,2018,,1,1,4,4,,0.40,30.78,,0.40,0.43,0.37,0.36,0.39,0.39,0.41,0.36,0.42,0.41,0.38,0.39,0.38,0.41,0.38,0.39,0.43,0.37,0.38,0.40,0.42,0.40,,32.58,35.25,30.16,29.11,31.88,31.51,33.95,29.45,34.72,33.54,31.27,31.29,31.32,33.01,31.30,32.02,34.63,30.46,30.67,31.74,32.94,31.13,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,553.00,2,1,5,0.84,65.94,,0.86,0.86,0.81,0.84,0.80,0.85,0.88,0.80,0.93,0.85,0.87,0.79,0.82,0.83,0.83,0.82,0.90,0.83,0.81,0.83,0.83,0.85,,70.79,71.15,66.99,69.41,66.06,70.23,72.29,66.42,76.94,69.42,71.98,64.85,67.79,68.22,68.60,67.38,73.88,68.44,67.41,67.33,66.27,66.86,4,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,0,1
,11,114,0,2,4,4,4,4,19.00,1,6,6,97,2017,1,2,1,2,1,,2,1,1,6,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,2,2,1,1,36,2,,,2,7,2,1,1,2018,,1,1,4,1,,2.71,210.16,,2.86,2.85,2.52,2.75,2.52,2.75,2.87,2.65,2.77,2.57,2.86,3.22,2.80,2.63,2.70,2.80,2.67,2.68,2.57,2.63,2.67,2.71,,231.57,232.42,206.19,225.18,204.80,223.07,234.83,218.05,227.14,209.08,233.53,260.40,228.60,213.68,219.85,226.92,217.07,218.13,209.45,209.33,210.71,211.89,1,,1,,,2,,1,,,1,,,2,,1,,,2,,1,1,553.00,2,1,5,0.84,65.94,,0.86,0.86,0.81,0.84,0.80,0.85,0.88,0.80,0.93,0.85,0.87,0.79,0.82,0.83,0.83,0.82,0.90,0.83,0.81,0.83,0.83,0.85,,70.79,71.15,66.99,69.41,66.06,70.23,72.29,66.42,76.94,69.42,71.98,64.85,67.79,68.22,68.60,67.38,73.88,68.44,67.41,67.33,66.27,66.86,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,1,3
,14,144,0,2,4,5,4,4,22.00,2,9,9,97,,2,2,10,97,6,97,2,1,2,2,2,1,,,,,,,,,,,2,0,3,2,0,98,999998.00,8,,,2,96,96,1,,2,2,3,1,6,2,,,3,7,1,,,,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,8,,1,,,1,,,8,,1,,,8,,1,2,1800.00,8,2,1,0.99,77.94,,1.00,0.98,1.04,1.00,0.95,0.97,1.02,1.01,0.96,1.02,0.99,0.99,1.00,0.97,0.99,0.97,0.98,1.01,0.97,1.01,1.02,1.01,,82.21,81.24,85.81,82.76,78.36,80.17,84.19,83.56,79.74,83.30,81.82,80.54,82.52,79.63,81.88,79.95,80.96,82.76,80.37,81.40,81.89,79.66,2,,,,,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,999,3,2
,14,143,0,2,3,5,4,,4.00,2,9,9,97,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,8,,1,,,1,,,8,,1,,,8,,1,2,1800.00,8,2,1,0.99,77.94,,1.00,0.98,1.04,1.00,0.95,0.97,1.02,1.01,0.96,1.02,0.99,0.99,1.00,0.97,0.99,0.97,0.98,1.01,0.97,1.01,1.02,1.01,,82.21,81.24,85.81,82.76,78.36,80.17,84.19,83.56,79.74,83.30,81.82,80.54,82.52,79.63,81.88,79.95,80.96,82.76,80.37,81.40,81.89,79.66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
,14,141,1,2,1,5,1,1,57.00,1,9,9,97,,2,,20,6,5,97,3,2,2,2,2,2,1,,40,,13.00,,,,,,,,,,52,40,20000.00,8,,,2,5,1,1,,1,,,,6,2,,,97,2,1,,,,8,2,2,1,4,,1.38,107.47,,1.40,1.47,1.34,1.31,1.31,1.34,1.42,1.41,1.36,1.32,1.44,1.38,1.38,1.35,1.37,1.34,1.34,1.36,1.43,1.37,1.44,1.39,,113.14,119.35,109.97,107.15,106.93,109.04,116.07,116.47,111.64,106.98,117.57,111.23,112.51,109.45,111.12,108.98,108.90,110.75,116.47,108.71,114.15,108.88,1,,1,,,8,,1,,,1,,,8,,1,,,8,,1,2,1800.00,8,2,1,0.99,77.94,,1.00,0.98,1.04,1.00,0.95,0.97,1.02,1.01,0.96,1.02,0.99,0.99,1.00,0.97,0.99,0.97,0.98,1.01,0.97,1.01,1.02,1.01,,82.21,81.24,85.81,82.76,78.36,80.17,84.19,83.56,79.74,83.30,81.82,80.54,82.52,79.63,81.88,79.95,80.96,82.76,80.37,81.40,81.89,79.66,5,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,3,0,1
,14,142,0,2,2,5,2,1,45.00,2,9,9,97,,2,2,12,5,5,97,3,2,2,2,2,2,1,,40,,9998.00,999998,,,,,,,,,52,40,999998.00,8,,,2,5,1,1,,1,,,,6,2,,,97,2,1,,,,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,8,,1,,,1,,,8,,1,,,8,,1,2,1800.00,8,2,1,0.99,77.94,,1.00,0.98,1.04,1.00,0.95,0.97,1.02,1.01,0.96,1.02,0.99,0.99,1.00,0.97,0.99,0.97,0.98,1.01,0.97,1.01,1.02,1.01,,82.21,81.24,85.81,82.76,78.36,80.17,84.19,83.56,79.74,83.30,81.82,80.54,82.52,79.63,81.88,79.95,80.96,82.76,80.37,81.40,81.89,79.66,4,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,999998,,2,1,1,2,999,0,1
,14,145,0,2,5,5,4,4,20.00,1,9,9,97,,2,2,9,97,6,97,3,1,2,2,2,1,,,,,,,,,,,1,,,2,,,,,,,,,,1,,2,2,3,1,6,2,,,3,7,1,,,,3,2,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,8,,1,,,1,,,8,,1,,,8,,1,2,1800.00,8,2,1,0.99,77.94,,1.00,0.98,1.04,1.00,0.95,0.97,1.02,1.01,0.96,1.02,0.99,0.99,1.00,0.97,0.99,0.97,0.98,1.01,0.97,1.01,1.02,1.01,,82.21,81.24,85.81,82.76,78.36,80.17,84.19,83.56,79.74,83.30,81.82,80.54,82.52,79.63,81.88,79.95,80.96,82.76,80.37,81.40,81.89,79.66,2,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,98,98,98,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,999,999,3,3
,15,153,0,1,3,4,4,4,25.00,1,10,10,1,2014,2,2,12,5,6,97,3,1,2,6,,2,1,,40,,9998.00,999998,,,,,,,,,52,40,999998.00,9,,2014,2,97,1,1,,2,2,3,1,42,2,,,16,7,2,9,,2014,,1,1,4,4,,1.60,123.90,,1.64,1.65,1.54,1.65,1.59,1.57,1.54,1.54,1.48,1.48,1.91,1.51,1.74,1.58,1.56,1.51,1.63,1.59,1.61,1.60,1.58,1.57,,133.01,134.62,126.43,134.68,129.80,127.77,126.16,126.43,121.44,120.56,155.59,121.87,142.22,128.06,126.75,122.63,132.86,129.11,131.65,127.10,125.06,122.76,2,12,1,,,3,3,1,,,1,,,2,,1,,,2,,1,1,1700.00,1,1,5,1.14,89.29,,1.15,1.12,1.17,1.12,1.21,1.08,1.11,1.15,1.08,1.16,1.18,1.13,1.19,1.13,1.16,1.13,1.15,1.10,1.20,1.15,1.12,1.11,,95.08,92.03,97.25,93.31,99.15,89.63,91.87,95.40,89.31,95.27,97.95,92.04,98.06,93.00,95.78,92.69,94.33,90.54,99.44,92.65,89.51,87.93,2,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,999998,,2,1,1,2,1,3,1
,15,151,1,1,1,4,1,1,55.00,1,10,10,1,2014,2,,12,5,5,98,3,2,2,1,,1,,,,,,,,,,,2,10,8,1,0,98,999998.00,9,,2014,2,98,96,1,,1,,,,42,2,,,16,2,2,9,,2014,,2,2,4,1,,1.06,82.48,,1.09,1.07,1.02,1.07,1.08,1.05,1.00,1.03,1.00,1.02,1.25,1.01,1.18,1.07,1.06,1.03,1.05,1.04,1.03,1.06,1.06,1.05,,88.22,87.07,83.88,87.73,88.33,85.37,82.07,84.46,82.42,83.00,101.90,82.07,96.28,86.76,86.33,83.62,85.22,85.09,84.37,83.98,83.98,81.91,2,12,1,,,3,3,1,,,1,,,2,,1,,,2,,1,1,1700.00,1,1,5,1.14,89.29,,1.15,1.12,1.17,1.12,1.21,1.08,1.11,1.15,1.08,1.16,1.18,1.13,1.19,1.13,1.16,1.13,1.15,1.10,1.20,1.15,1.12,1.11,,95.08,92.03,97.25,93.31,99.15,89.63,91.87,95.40,89.31,95.27,97.95,92.04,98.06,93.00,95.78,92.69,94.33,90.54,99.44,92.65,89.51,87.93,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,0,2
